Register_Number,Paper_Code,Total_Score,Q001_Status,Q002_Status,Q003_Status,Q004_Status,Q005_Status,Q006_Status,Q007_Status,Q008_Status,Q009_Status,Q010_Status,Q011_Status,Q012_Status,Q013_Status,Q014_Status,Q015_Status,Q016_Status,Q017_Status,Q018_Status,Q019_Status,Q020_Status,Q021_Status,Q022_Status,Q023_Status,Q024_Status,Q025_Status,Q026_Status,Q027_Status,Q028_Status,Q029_Status,Q030_Status,Q031_Status,Q032_Status,Q033_Status,Q034_Status,Q035_Status,Q036_Status,Q037_Status,Q038_Status,Q039_Status,Q040_Status,Q041_Status,Q042_Status,Q043_Status,Q044_Status,Q045_Status,Q046_Status,Q047_Status,Q048_Status,Q049_Status,Q050_Status,Q051_Status,Q052_Status,Q053_Status,Q054_Status,Q055_Status,Q056_Status,Q057_Status,Q058_Status,Q059_Status,Q060_Status,Q061_Status,Q062_Status,Q063_Status,Q064_Status,Q065_Status,Q066_Status,Q067_Status,Q068_Status,Q069_Status,Q070_Status,Q071_Status,Q072_Status,Q073_Status,Q074_Status,Q075_Status,Q076_Status,Q077_Status,Q078_Status,Q079_Status,Q080_Status,Q081_Status,Q082_Status,Q083_Status,Q084_Status,Q085_Status,Q086_Status,Q087_Status,Q088_Status,Q089_Status,Q090_Status,Q091_Status,Q092_Status,Q093_Status,Q094_Status,Q095_Status,Q096_Status,Q097_Status,Q098_Status,Q099_Status,Q100_Status,Rank_Range
110131224,A1,68,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Grace,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Right,Wrong,Wrong,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Wrong,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Right,Right,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Grace,Wrong,Right,Wrong,Grace,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,31-44
216171071,C1,68,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Grace,Right,Wrong,Right,Grace,Wrong,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Grace,Wrong,Right,Wrong,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Wrong,31-44
241171171,C1,68,Right,Right,Right,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Wrong,Right,Wrong,Right,Right,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Grace,Right,Wrong,Wrong,Grace,Right,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Right,Wrong,Right,Right,Right,Wrong,Right,Right,Wrong,Blank,Right,Grace,Right,Right,Right,Wrong,Wrong,Blank,Right,Blank,Right,Right,Right,Blank,Right,Right,Right,Right,Right,31-44
202171175,C1,68,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Right,Right,Right,Right,Wrong,Wrong,Right,Wrong,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Right,Wrong,Grace,Right,Right,Wrong,Grace,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Grace,Wrong,Wrong,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Wrong,31-44
212171122,B1,68,Right,Wrong,Right,Right,Wrong,Right,Right,Right,Wrong,Right,Wrong,Right,Right,Wrong,Right,Wrong,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Right,Wrong,Right,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Right,Right,Grace,Right,Right,Wrong,Grace,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Grace,Right,31-44
255171243,C1,68,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Right,Right,Wrong,Right,Wrong,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Right,Wrong,Right,Right,Wrong,Right,Right,Right,Wrong,Right,Right,Grace,Right,Right,Right,Grace,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Grace,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,31-44
233171048,D1,68,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Grace,Wrong,Wrong,Right,Grace,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Wrong,Right,Grace,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Right,31-44
208171034,B1,68,Right,Blank,Right,Right,Wrong,Wrong,Right,Right,Wrong,Right,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Grace,Wrong,Right,Wrong,Grace,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Grace,Wrong,31-44
215171055,C1,68,Right,Right,Right,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Right,Right,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Grace,Wrong,Right,Wrong,Grace,Right,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Wrong,Grace,Right,Right,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Right,Wrong,31-44
209171453,A1,67,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Grace,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Wrong,Grace,Right,Right,Wrong,Grace,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,45-55
209171614,B1,67,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Wrong,Right,Right,Right,Wrong,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Wrong,Grace,Right,Right,Wrong,Grace,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Grace,Right,45-55
208171010,B1,67,Right,Wrong,Right,Right,Wrong,Right,Right,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Right,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Right,Right,Grace,Wrong,Right,Right,Grace,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Grace,Wrong,45-55
247171045,A1,67,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Grace,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Right,Wrong,Right,Right,Right,Wrong,Right,Wrong,Right,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Right,Wrong,Grace,Wrong,Right,Wrong,Grace,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,45-55
243171446,B1,67,Right,Wrong,Right,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Grace,Wrong,Right,Wrong,Grace,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Grace,Right,45-55
201171574,B1,67,Right,Wrong,Right,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Right,Right,Right,Wrong,Right,Right,Wrong,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Right,Grace,Wrong,Wrong,Wrong,Grace,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Grace,Wrong,45-55
219171013,A1,67,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Grace,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Wrong,Grace,Wrong,Wrong,Wrong,Grace,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,45-55
117131120,B1,67,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Blank,Wrong,Wrong,Right,Right,Right,Wrong,Right,Right,Right,Blank,Grace,Wrong,Wrong,Wrong,Grace,Right,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Wrong,Right,Blank,Right,Right,Right,Right,Right,Right,Wrong,Blank,Wrong,Grace,Wrong,45-55
209171185,A1,67,Wrong,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Grace,Wrong,Right,Wrong,Right,Right,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Right,Right,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Grace,Right,Wrong,Right,Grace,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,45-55
257171002,B1,67,Right,Wrong,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Grace,Right,Right,Wrong,Grace,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Grace,Wrong,45-55
210171023,C1,67,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Grace,Wrong,Right,Wrong,Grace,Right,Wrong,Right,Wrong,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Wrong,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Wrong,45-55
213171044,D1,66,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Wrong,Grace,Right,Right,Wrong,Grace,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Grace,Right,Wrong,Wrong,Right,Right,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Wrong,56-66
215171245,A1,66,Right,Wrong,Wrong,Right,Wrong,Right,Right,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Right,Right,Wrong,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Grace,Right,Right,Wrong,Grace,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Wrong,Right,Right,Right,56-66
248171008,D1,66,Right,Right,Right,Right,Wrong,Right,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Grace,Right,Wrong,Right,Grace,Right,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Right,Grace,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Right,Wrong,Right,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,56-66
237171088,D1,66,Wrong,Right,Right,Wrong,Wrong,Right,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Right,Wrong,Grace,Right,Right,Right,Grace,Right,Wrong,Wrong,Wrong,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Right,Wrong,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Grace,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Right,Wrong,Right,Right,Right,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,56-66
245171268,D1,66,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Wrong,Wrong,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Grace,Right,Right,Right,Grace,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Grace,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Right,Right,Right,Wrong,Wrong,56-66
213171049,A1,66,Right,Wrong,Wrong,Right,Right,Right,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Grace,Right,Right,Wrong,Right,Wrong,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Grace,Right,Right,Wrong,Grace,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,56-66
256171019,C1,66,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Grace,Right,Right,Wrong,Grace,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Grace,Right,Right,Wrong,Right,Right,Right,Wrong,Right,Right,Wrong,Right,Right,Wrong,Right,Right,Wrong,Wrong,56-66
254171432,D1,66,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Right,Right,Wrong,Right,Wrong,Right,Wrong,Grace,Wrong,Right,Right,Grace,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Grace,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,56-66
242171234,A1,66,Wrong,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Grace,Wrong,Right,Wrong,Right,Right,Right,Right,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Grace,Wrong,Right,Wrong,Grace,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Right,Right,Wrong,Right,Right,56-66
312282581,B1,66,Wrong,Wrong,Right,Right,Wrong,Wrong,Blank,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Right,Right,Wrong,Blank,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Blank,Right,Right,Wrong,Right,Right,Wrong,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,Right,Right,Wrong,Wrong,Right,Grace,Wrong,Right,Right,Grace,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Grace,Wrong,56-66
215171253,A1,66,Right,Right,Right,Wrong,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Right,Right,Grace,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Right,Right,Wrong,Right,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Right,Right,Wrong,Right,Right,Grace,Wrong,Right,Wrong,Grace,Right,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,56-66
219171130,B1,65,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Right,Right,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Grace,Wrong,Right,Wrong,Grace,Wrong,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Grace,Right,67-83
208171713,A1,65,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Grace,Right,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Right,Wrong,Right,Wrong,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Wrong,Wrong,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Grace,Right,Right,Wrong,Grace,Wrong,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,67-83
241171022,B1,65,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Right,Wrong,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Grace,Wrong,Right,Wrong,Grace,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Right,Wrong,Right,Right,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Grace,Right,67-83
